#wins(X), 58738, #wins(O), 28543, #draws, 12719
#wins(X), 58509, #wins(O), 28725, #draws, 12766
#wins(X), 58421, #wins(O), 28841, #draws, 12738
#wins(X), 58438, #wins(O), 28901, #draws, 12661
#wins(X), 58734, #wins(O), 28435, #draws, 12831
#wins(X), 58295, #wins(O), 29000, #draws, 12705
#wins(X), 58216, #wins(O), 29218, #draws, 12566
#wins(X), 58604, #wins(O), 28839, #draws, 12557
#wins(X), 58363, #wins(O), 28839, #draws, 12798
#wins(X), 58813, #wins(O), 28731, #draws, 12456
#wins(X), 58407, #wins(O), 28919, #draws, 12674
#wins(X), 58493, #wins(O), 28772, #draws, 12735
#wins(X), 58549, #wins(O), 28748, #draws, 12703
#wins(X), 58429, #wins(O), 28897, #draws, 12674
#wins(X), 58373, #wins(O), 28841, #draws, 12786
#wins(X), 58491, #wins(O), 28892, #draws, 12617
#wins(X), 58496, #wins(O), 28876, #draws, 12628
#wins(X), 58470, #wins(O), 28993, #draws, 12537
#wins(X), 58518, #wins(O), 28953, #draws, 12529
#wins(X), 58333, #wins(O), 28997, #draws, 12670
#wins(X), 58619, #wins(O), 28669, #draws, 12712
#wins(X), 58807, #wins(O), 28700, #draws, 12493
#wins(X), 58407, #wins(O), 28856, #draws, 12737
#wins(X), 58656, #wins(O), 28938, #draws, 12406
#wins(X), 58400, #wins(O), 28929, #draws, 12671
#wins(X), 58580, #wins(O), 28590, #draws, 12830
#wins(X), 58599, #wins(O), 28817, #draws, 12584
#wins(X), 58569, #wins(O), 28766, #draws, 12665
#wins(X), 58476, #wins(O), 28605, #draws, 12919
#wins(X), 58629, #wins(O), 28635, #draws, 12736
#wins(X), 58608, #wins(O), 28579, #draws, 12813
#wins(X), 58612, #wins(O), 28631, #draws, 12757
#wins(X), 58108, #wins(O), 29004, #draws, 12888
#wins(X), 58743, #wins(O), 28656, #draws, 12601
#wins(X), 58617, #wins(O), 28750, #draws, 12633
#wins(X), 58442, #wins(O), 28837, #draws, 12721
#wins(X), 58410, #wins(O), 28978, #draws, 12612
#wins(X), 58492, #wins(O), 28832, #draws, 12676
#wins(X), 58443, #wins(O), 28926, #draws, 12631
#wins(X), 58351, #wins(O), 28937, #draws, 12712
#wins(X), 58514, #wins(O), 28931, #draws, 12555
#wins(X), 58413, #wins(O), 28669, #draws, 12918
#wins(X), 58733, #wins(O), 28466, #draws, 12801
#wins(X), 58559, #wins(O), 28759, #draws, 12682
#wins(X), 58495, #wins(O), 28866, #draws, 12639
#wins(X), 58567, #wins(O), 28685, #draws, 12748
#wins(X), 58480, #wins(O), 28752, #draws, 12768
#wins(X), 58458, #wins(O), 28934, #draws, 12608
#wins(X), 58613, #wins(O), 28843, #draws, 12544
#wins(X), 58520, #wins(O), 28726, #draws, 12754
#wins(X), 58346, #wins(O), 28904, #draws, 12750
#wins(X), 58551, #wins(O), 28851, #draws, 12598
#wins(X), 58521, #wins(O), 28897, #draws, 12582
#wins(X), 58495, #wins(O), 28874, #draws, 12631
#wins(X), 58297, #wins(O), 28907, #draws, 12796
#wins(X), 58364, #wins(O), 28957, #draws, 12679
#wins(X), 58199, #wins(O), 28933, #draws, 12868
#wins(X), 58305, #wins(O), 28994, #draws, 12701
#wins(X), 58481, #wins(O), 28808, #draws, 12711
#wins(X), 58389, #wins(O), 29063, #draws, 12548
#wins(X), 58264, #wins(O), 28887, #draws, 12849
#wins(X), 58632, #wins(O), 28391, #draws, 12977
#wins(X), 58755, #wins(O), 28592, #draws, 12653
#wins(X), 58198, #wins(O), 28686, #draws, 13116
#wins(X), 58625, #wins(O), 28853, #draws, 12522
#wins(X), 58545, #wins(O), 28722, #draws, 12733
#wins(X), 58283, #wins(O), 28837, #draws, 12880
#wins(X), 58571, #wins(O), 28778, #draws, 12651
#wins(X), 58465, #wins(O), 28877, #draws, 12658
#wins(X), 58557, #wins(O), 28913, #draws, 12530
#wins(X), 58623, #wins(O), 28768, #draws, 12609
#wins(X), 58769, #wins(O), 28660, #draws, 12571
#wins(X), 58349, #wins(O), 28717, #draws, 12934
#wins(X), 58332, #wins(O), 28851, #draws, 12817
#wins(X), 58444, #wins(O), 28850, #draws, 12706
#wins(X), 58617, #wins(O), 28741, #draws, 12642
#wins(X), 58303, #wins(O), 28962, #draws, 12735
#wins(X), 58493, #wins(O), 28767, #draws, 12740
#wins(X), 58524, #wins(O), 28694, #draws, 12782
#wins(X), 58344, #wins(O), 29083, #draws, 12573
#wins(X), 58620, #wins(O), 28666, #draws, 12714
#wins(X), 58477, #wins(O), 28671, #draws, 12852
#wins(X), 58580, #wins(O), 28802, #draws, 12618
#wins(X), 58472, #wins(O), 28806, #draws, 12722
#wins(X), 58495, #wins(O), 28766, #draws, 12739
#wins(X), 58584, #wins(O), 28682, #draws, 12734
#wins(X), 58589, #wins(O), 28688, #draws, 12723
#wins(X), 58581, #wins(O), 28620, #draws, 12799
#wins(X), 58529, #wins(O), 28766, #draws, 12705
#wins(X), 58629, #wins(O), 28693, #draws, 12678
#wins(X), 58470, #wins(O), 28788, #draws, 12742
#wins(X), 58593, #wins(O), 28785, #draws, 12622
#wins(X), 58327, #wins(O), 28725, #draws, 12948
#wins(X), 58416, #wins(O), 28802, #draws, 12782
#wins(X), 58651, #wins(O), 28609, #draws, 12740
#wins(X), 58649, #wins(O), 28668, #draws, 12683
#wins(X), 58560, #wins(O), 28624, #draws, 12816
#wins(X), 58234, #wins(O), 28958, #draws, 12808
#wins(X), 58401, #wins(O), 28919, #draws, 12680
#wins(X), 58570, #wins(O), 28883, #draws, 12547
